booking_id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,stays_in_weekend_nights,total_nights,adr
53679,City Hotel,7,2015,September,38,2,2,4,114.0
53680,City Hotel,5,2015,September,38,2,2,4,140.75
53681,City Hotel,0,2015,September,39,1,0,1,147.0
53682,City Hotel,7,2015,September,38,2,2,4,126.0
53683,City Hotel,4,2015,September,39,1,0,1,145.0
53684,City Hotel,4,2015,September,39,1,0,1,145.0
53685,City Hotel,1,2015,September,39,1,2,3,91.2
53686,City Hotel,0,2015,September,39,0,0,0,0.0
53687,City Hotel,0,2015,September,39,1,0,1,0.0
53688,City Hotel,2,2016,January,5,1,0,1,0.0
53689,City Hotel,1,2016,May,19,1,0,1,0.0
53690,City Hotel,2,2017,April,14,1,0,1,0.0
53691,City Hotel,0,2017,May,21,1,0,1,0.0
53692,City Hotel,4,2015,September,38,2,2,4,200.75
53693,City Hotel,8,2015,September,39,1,0,1,120.0
53694,City Hotel,10,2015,September,39,2,0,2,114.0
53695,City Hotel,11,2015,September,39,2,0,2,98.0
53696,City Hotel,11,2015,September,39,2,0,2,84.0
53697,City Hotel,2,2015,September,39,2,1,3,113.0
53698,City Hotel,11,2015,September,39,2,0,2,98.0
53699,City Hotel,11,2015,September,39,2,0,2,98.0
53700,City Hotel,11,2015,September,39,2,0,2,98.0
53701,City Hotel,11,2015,September,39,2,0,2,84.0
53702,City Hotel,2,2015,September,39,2,1,3,77.0
53703,City Hotel,3,2015,September,39,2,1,3,133.0
53704,City Hotel,7,2015,September,39,2,0,2,126.0
53705,City Hotel,0,2015,September,39,2,1,3,75.0
53706,City Hotel,2,2015,September,39,2,2,4,133.0
53707,City Hotel,1,2015,September,39,1,0,1,121.0
53708,City Hotel,98,2015,December,53,3,0,3,106.0
53709,City Hotel,98,2015,December,52,1,2,3,118.0
53710,City Hotel,98,2015,December,52,1,2,3,118.0
53711,City Hotel,2,2015,September,39,2,2,4,133.0
53712,City Hotel,31,2015,October,42,4,2,6,108.15
53713,City Hotel,36,2015,October,43,3,0,3,96.3
53714,City Hotel,0,2015,September,39,2,0,2,147.0
53715,City Hotel,0,2015,December,51,1,0,1,75.0
53716,City Hotel,16,2016,April,17,1,0,1,95.0
53717,City Hotel,0,2016,October,41,1,0,1,95.0
53718,City Hotel,0,2016,October,43,1,1,2,95.0
53719,City Hotel,3,2016,November,46,3,0,3,94.0
53720,City Hotel,0,2017,March,12,1,1,2,95.0
53721,City Hotel,5,2017,June,26,2,0,2,100.0
53722,City Hotel,12,2015,September,39,2,0,2,85.0
53723,City Hotel,6,2015,September,39,1,0,1,0.0
53724,City Hotel,243,2015,September,39,2,2,4,89.2
53725,City Hotel,243,2015,September,39,2,2,4,80.7
53726,City Hotel,5,2015,September,39,1,0,1,133.0
53727,City Hotel,18,2015,October,40,2,0,2,116.5
53728,City Hotel,1,2015,September,39,2,0,2,145.0
53729,City Hotel,5,2015,September,38,3,2,5,117.8
53730,City Hotel,7,2015,September,39,2,1,3,136.0
53731,City Hotel,2,2015,September,39,2,0,2,98.0
53732,City Hotel,3,2015,September,39,2,1,3,133.0
53733,City Hotel,17,2015,October,40,2,2,4,110.0
53734,City Hotel,18,2015,October,41,1,2,3,110.0
53735,City Hotel,0,2015,September,39,1,0,1,152.0
53736,City Hotel,6,2015,September,39,2,1,3,114.0
53737,City Hotel,0,2015,September,39,2,1,3,75.0
53738,City Hotel,0,2015,September,39,2,1,3,125.7
53739,City Hotel,1,2015,September,39,2,0,2,111.65
53740,City Hotel,10,2015,September,39,2,0,2,114.0
53741,City Hotel,43,2015,October,43,1,0,1,0.0
53742,City Hotel,0,2015,September,39,2,1,3,145.0
53743,City Hotel,1,2015,September,39,1,0,1,152.0
53744,City Hotel,0,2015,September,39,2,0,2,117.04
53745,City Hotel,0,2015,September,39,2,0,2,158.0
53746,City Hotel,4,2015,September,39,3,0,3,133.0
53747,City Hotel,3,2015,September,39,3,1,4,145.0
53748,City Hotel,0,2015,September,39,3,1,4,145.0
53749,City Hotel,2,2015,September,39,3,2,5,145.0
53750,City Hotel,6,2015,September,39,3,0,3,106.07
53751,City Hotel,1,2015,September,39,1,0,1,147.0
53752,City Hotel,6,2015,September,39,1,0,1,77.0
53753,City Hotel,6,2015,September,39,3,1,4,114.0
53754,City Hotel,1,2015,September,39,1,0,1,215.0
53755,City Hotel,0,2015,September,39,2,0,2,164.0
53756,City Hotel,5,2015,September,38,4,2,6,189.17
53757,City Hotel,7,2015,September,39,3,0,3,136.0
53758,City Hotel,3,2015,September,39,3,0,3,145.0
53759,City Hotel,2,2015,September,39,2,0,2,133.0
53760,City Hotel,0,2015,September,39,3,1,4,155.0
53761,City Hotel,0,2015,September,39,3,1,4,155.0
53762,City Hotel,1,2015,September,39,3,0,3,75.0
53763,City Hotel,17,2015,October,41,3,1,4,126.0
53764,City Hotel,29,2015,October,43,1,0,1,76.5
53765,City Hotel,4,2015,September,39,3,0,3,111.2
53766,City Hotel,4,2015,September,39,3,0,3,116.0
53767,City Hotel,2,2015,September,39,2,0,2,72.2
53768,City Hotel,3,2015,September,38,4,2,6,162.5
53769,City Hotel,8,2015,September,38,4,2,6,145.67
53770,City Hotel,1,2015,September,39,3,0,3,111.65
53771,City Hotel,22,2015,October,42,5,2,7,126.0
53772,City Hotel,0,2015,September,39,1,0,1,152.0
53773,City Hotel,1,2015,September,39,3,0,3,111.65
53774,City Hotel,10,2015,September,39,1,0,1,161.0
53775,City Hotel,1,2015,September,39,3,2,5,102.41
53776,City Hotel,3,2015,September,39,3,2,5,133.0
53777,City Hotel,0,2015,September,39,3,1,4,111.65
53778,City Hotel,9,2015,September,39,3,2,5,75.0
53779,City Hotel,0,2015,September,39,2,0,2,119.97
53780,City Hotel,0,2015,September,39,3,2,5,0.0
53781,City Hotel,0,2015,September,39,3,1,4,147.0
53782,City Hotel,2,2015,September,39,3,2,5,75.0
53783,City Hotel,8,2015,September,39,1,0,1,133.0
53784,City Hotel,2,2015,September,39,2,0,2,133.0
53785,City Hotel,15,2015,October,40,2,0,2,190.0
53786,City Hotel,0,2015,September,39,2,0,2,145.0
53787,City Hotel,11,2015,September,39,3,0,3,114.0
53788,City Hotel,12,2015,September,39,4,0,4,164.0
53789,City Hotel,1,2015,September,39,4,0,4,170.0
53790,City Hotel,0,2015,September,39,1,0,1,180.0
53791,City Hotel,1,2015,September,39,1,0,1,170.0
53792,City Hotel,17,2015,September,39,0,0,0,0.0
53793,City Hotel,11,2015,September,39,3,0,3,114.0
53794,City Hotel,7,2015,September,39,4,1,5,143.2
53795,City Hotel,17,2015,October,42,5,2,7,128.71
53796,City Hotel,0,2015,September,39,1,0,1,200.0
53797,City Hotel,1,2015,September,39,4,0,4,170.0
53798,City Hotel,5,2015,September,39,2,2,4,105.0
53799,City Hotel,0,2015,September,39,1,2,3,180.0
53800,City Hotel,0,2015,September,39,1,0,1,170.0
53801,City Hotel,16,2015,September,39,2,0,2,170.0
53802,City Hotel,6,2015,September,39,1,0,1,69.0
53803,City Hotel,6,2015,September,39,5,2,7,138.57
53804,City Hotel,6,2015,September,39,5,2,7,138.57
53805,City Hotel,16,2015,September,39,2,0,2,170.0
53806,City Hotel,0,2015,September,39,1,0,1,180.0
53807,City Hotel,16,2015,September,39,2,0,2,170.0
53808,City Hotel,16,2015,September,39,2,0,2,170.0
53809,City Hotel,16,2015,September,39,2,0,2,170.0
53810,City Hotel,1,2015,September,39,1,0,1,170.0
53811,City Hotel,17,2015,September,39,1,0,1,170.0
53812,City Hotel,0,2015,September,39,1,0,1,180.0
53813,City Hotel,16,2015,September,39,2,0,2,170.0
53814,City Hotel,1,2015,September,39,1,0,1,180.0
53815,City Hotel,2,2015,September,40,0,2,2,65.0
53816,City Hotel,2,2015,September,40,0,2,2,65.0
53817,City Hotel,16,2015,September,39,2,1,3,170.0
53818,City Hotel,16,2015,September,39,2,1,3,170.0
53819,City Hotel,15,2015,September,39,3,1,4,170.0
53820,City Hotel,17,2015,September,39,1,1,2,170.0
53821,City Hotel,17,2015,September,39,1,1,2,170.0
53822,City Hotel,18,2015,September,40,0,1,1,170.0
53823,City Hotel,6,2015,September,40,0,1,1,206.0
53824,City Hotel,16,2015,September,39,2,1,3,170.0
53825,City Hotel,11,2015,September,39,2,1,3,200.0
53826,City Hotel,18,2015,September,40,0,1,1,170.0
53827,City Hotel,18,2015,September,40,0,1,1,170.0
53828,City Hotel,3,2015,September,39,2,1,3,170.0
53829,City Hotel,12,2015,September,39,1,1,2,200.0
53830,City Hotel,0,2015,September,40,0,1,1,170.0
53831,City Hotel,11,2015,October,40,2,0,2,153.5
53832,City Hotel,48,2015,November,46,3,1,4,115.2
53833,City Hotel,33,2015,October,43,4,0,4,17.6
53834,City Hotel,5,2015,September,40,0,1,1,170.0
53835,City Hotel,12,2015,September,39,3,1,4,178.5
53836,City Hotel,32,2015,October,43,5,1,6,79.11
53837,City Hotel,9,2015,September,39,3,1,4,190.5
53838,City Hotel,2,2015,September,40,0,1,1,85.0
53839,City Hotel,0,2015,September,39,1,1,2,170.0
53840,City Hotel,16,2015,September,39,2,1,3,170.0
53841,City Hotel,19,2015,October,41,1,0,1,85.5
53842,City Hotel,18,2015,September,40,0,2,2,170.0
53843,City Hotel,17,2015,September,39,1,2,3,170.0
53844,City Hotel,9,2015,September,39,5,4,9,169.11
53845,City Hotel,16,2015,September,39,2,2,4,170.0
53846,City Hotel,16,2015,September,39,2,2,4,170.0
53847,City Hotel,16,2015,September,39,2,2,4,170.0
53848,City Hotel,14,2015,September,39,1,2,3,200.0
53849,City Hotel,17,2015,September,39,1,2,3,170.0
53850,City Hotel,6,2015,September,40,0,1,1,170.0
53851,City Hotel,5,2015,September,40,0,2,2,170.0
53852,City Hotel,5,2015,September,40,0,1,1,65.0
53853,City Hotel,5,2015,November,46,0,1,1,65.0
53854,City Hotel,4,2016,February,8,1,2,3,68.0
53855,City Hotel,6,2015,October,42,0,1,1,65.0
53856,City Hotel,4,2016,February,8,1,2,3,66.0
53857,City Hotel,18,2015,September,40,0,2,2,170.0
53858,City Hotel,18,2015,September,40,0,2,2,170.0
53859,City Hotel,17,2015,September,39,1,2,3,170.0
53860,City Hotel,16,2015,September,39,2,2,4,170.0
53861,City Hotel,0,2015,September,40,0,1,1,40.0
53862,City Hotel,6,2016,February,6,1,0,1,41.0
53863,City Hotel,16,2015,September,39,2,2,4,180.0
53864,City Hotel,16,2015,September,39,2,2,4,170.0
53865,City Hotel,16,2015,September,39,2,2,4,170.0
53866,City Hotel,19,2015,September,40,0,1,1,170.0
53867,City Hotel,16,2015,September,39,2,2,4,185.0
53868,City Hotel,17,2015,September,39,1,2,3,170.0
53869,City Hotel,0,2015,September,39,2,2,4,180.0
53870,City Hotel,19,2015,September,40,0,1,1,170.0
53871,City Hotel,17,2015,September,39,1,2,3,170.0
53872,City Hotel,17,2015,September,39,1,2,3,170.0
53873,City Hotel,14,2015,October,40,7,2,9,122.11
53874,City Hotel,73,2015,November,48,1,0,1,73.8
53875,City Hotel,235,2016,May,20,1,0,1,112.0
53876,City Hotel,17,2015,September,39,1,2,3,170.0
53877,City Hotel,16,2015,September,39,2,2,4,170.0
53878,City Hotel,16,2015,September,39,2,2,4,170.0
53879,City Hotel,16,2015,September,39,2,2,4,170.0
53880,City Hotel,20,2015,October,41,3,1,4,95.9
53881,City Hotel,28,2015,October,42,1,0,1,72.0
53882,City Hotel,17,2015,September,39,1,2,3,170.0
53883,City Hotel,18,2015,September,40,0,2,2,170.0
53884,City Hotel,0,2015,September,39,1,2,3,180.0
53885,City Hotel,17,2015,September,39,1,2,3,170.0
53886,City Hotel,17,2015,September,39,1,2,3,170.0
53887,City Hotel,16,2015,September,39,2,2,4,170.0
53888,City Hotel,19,2015,September,40,0,1,1,170.0
53889,City Hotel,1,2015,September,40,2,0,2,102.6
53890,City Hotel,1,2015,September,40,2,0,2,98.1
53891,City Hotel,16,2015,September,39,2,2,4,170.0
53892,City Hotel,19,2015,October,40,5,2,7,103.71
53893,City Hotel,16,2015,September,39,3,2,5,170.0
53894,City Hotel,16,2015,September,39,3,2,5,170.0
53895,City Hotel,16,2015,September,39,3,2,5,170.0
53896,City Hotel,16,2015,September,39,3,2,5,170.0
53897,City Hotel,17,2015,September,39,2,2,4,170.0
53898,City Hotel,17,2015,September,39,2,2,4,170.0
53899,City Hotel,16,2015,September,39,3,2,5,170.0
53900,City Hotel,7,2015,September,40,1,1,2,170.0
53901,City Hotel,18,2015,September,40,1,2,3,170.0
53902,City Hotel,18,2015,September,40,1,2,3,170.0
53903,City Hotel,17,2015,September,39,2,2,4,170.0
53904,City Hotel,18,2015,September,40,1,2,3,170.0
53905,City Hotel,1,2015,September,40,1,0,1,85.0
53906,City Hotel,1,2015,September,40,1,0,1,85.0
53907,City Hotel,0,2015,September,40,1,1,2,149.0
53908,City Hotel,16,2015,September,39,3,2,5,170.0
53909,City Hotel,3,2015,September,39,3,2,5,170.0
53910,City Hotel,16,2015,September,39,2,2,4,210.0
53911,City Hotel,19,2015,September,40,1,1,2,170.0
53912,City Hotel,16,2015,September,39,3,2,5,170.0
53913,City Hotel,16,2015,September,39,3,2,5,170.0
53914,City Hotel,3,2015,September,40,1,1,2,65.0
53915,City Hotel,5,2015,October,41,0,1,1,65.0
53916,City Hotel,13,2015,October,41,3,0,3,155.0
53917,City Hotel,16,2015,September,39,3,2,5,170.0
53918,City Hotel,3,2015,October,40,2,2,4,164.0
53919,City Hotel,2,2015,September,39,4,2,6,170.0
53920,City Hotel,17,2015,September,39,2,2,4,170.0
53921,City Hotel,9,2015,September,40,1,2,3,155.08
53922,City Hotel,0,2015,October,41,3,1,4,165.0
53923,City Hotel,16,2015,September,39,3,2,5,170.0
53924,City Hotel,16,2015,September,39,3,2,5,170.0
53925,City Hotel,4,2015,September,40,1,1,2,170.0
53926,City Hotel,7,2015,September,40,1,0,1,195.7
53927,City Hotel,19,2015,September,40,1,1,2,170.0
53928,City Hotel,1,2015,September,39,3,2,5,86.0
53929,City Hotel,19,2015,September,40,1,1,2,170.0
53930,City Hotel,6,2015,October,40,3,1,4,100.0
53931,City Hotel,1,2016,September,38,0,2,2,105.0
53932,City Hotel,6,2015,October,41,3,2,5,131.4
53933,City Hotel,16,2015,September,39,3,2,5,170.0
53934,City Hotel,18,2015,September,40,1,2,3,170.0
53935,City Hotel,4,2015,September,39,3,2,5,170.0
53936,City Hotel,16,2015,September,39,3,2,5,170.0
53937,City Hotel,16,2015,September,39,3,2,5,170.0
53938,City Hotel,3,2015,September,39,4,2,6,170.0
53939,City Hotel,16,2015,September,39,3,2,5,170.0
53940,City Hotel,17,2015,September,39,2,2,4,170.0
53941,City Hotel,4,2015,September,39,3,2,5,170.0
53942,City Hotel,16,2015,September,39,3,2,5,170.0
53943,City Hotel,5,2015,September,39,2,2,4,206.0
53944,City Hotel,17,2015,September,39,2,2,4,170.0
53945,City Hotel,6,2015,September,40,1,1,2,170.0
53946,City Hotel,18,2015,September,40,1,2,3,170.0
53947,City Hotel,17,2015,September,39,2,2,4,170.0
53948,City Hotel,17,2015,September,39,2,2,4,170.0
53949,City Hotel,19,2015,September,40,1,1,2,170.0
53950,City Hotel,16,2015,September,39,3,2,5,170.0
53951,City Hotel,16,2015,September,39,3,2,5,170.0
53952,City Hotel,18,2015,September,40,1,2,3,170.0
53953,City Hotel,1,2015,September,40,1,0,1,112.2
53954,City Hotel,19,2015,September,40,1,1,2,170.0
53955,City Hotel,17,2015,September,39,2,2,4,170.0
53956,City Hotel,17,2015,September,39,2,2,4,170.0
53957,City Hotel,17,2015,September,39,2,2,4,180.0
53958,City Hotel,7,2015,September,40,1,1,2,170.0
53959,City Hotel,16,2015,September,39,3,2,5,170.0
53960,City Hotel,16,2015,September,39,3,2,5,170.0
53961,City Hotel,16,2015,September,39,3,2,5,170.0
53962,City Hotel,4,2015,September,39,4,2,6,170.0
53963,City Hotel,8,2015,September,39,5,2,7,187.43
53964,City Hotel,16,2015,September,39,3,2,5,170.0
53965,City Hotel,15,2015,September,39,4,2,6,170.0
53966,City Hotel,16,2015,September,39,3,2,5,250.0
53967,City Hotel,19,2015,September,40,1,1,2,170.0
53968,City Hotel,16,2015,September,39,3,2,5,170.0
53969,City Hotel,45,2015,October,44,3,0,3,70.0
53970,City Hotel,9,2015,October,41,3,0,3,65.45
53971,City Hotel,8,2015,October,41,3,0,3,65.45
53972,City Hotel,3,2015,September,39,4,2,6,0.0
53973,City Hotel,0,2015,September,40,0,0,0,0.0
53974,City Hotel,282,2015,October,41,1,2,3,96.0
53975,City Hotel,0,2015,September,40,1,0,1,87.78
53976,City Hotel,0,2015,September,40,2,0,2,126.0
53977,City Hotel,2,2015,September,40,2,1,3,170.0
53978,City Hotel,5,2015,September,40,1,0,1,109.0
53979,City Hotel,1,2015,September,40,2,0,2,85.0
53980,City Hotel,16,2015,September,39,4,2,6,170.0
53981,City Hotel,11,2015,September,40,1,0,1,126.0
53982,City Hotel,0,2015,September,40,1,0,1,87.78
53983,City Hotel,2,2015,September,40,1,0,1,109.0
53984,City Hotel,0,2015,September,40,1,0,1,114.0
53985,City Hotel,2,2015,September,40,1,0,1,112.2
53986,City Hotel,1,2015,September,40,2,0,2,85.0
53987,City Hotel,1,2015,September,40,1,0,1,65.0
53988,City Hotel,12,2015,November,48,1,0,1,65.0
53989,City Hotel,1,2015,December,49,1,0,1,65.0
53990,City Hotel,1,2016,February,6,1,0,1,65.0
53991,City Hotel,12,2016,February,8,2,0,2,67.0
53992,City Hotel,2,2016,April,17,1,0,1,67.0
53993,City Hotel,7,2015,October,41,3,0,3,174.0
53994,City Hotel,1,2015,September,40,2,0,2,85.0
53995,City Hotel,7,2015,September,40,2,1,3,160.0
53996,City Hotel,0,2015,September,40,1,0,1,196.0
53997,City Hotel,16,2015,September,40,1,0,1,97.02
53998,City Hotel,1,2015,September,40,2,0,2,91.2
53999,City Hotel,0,2015,September,40,1,0,1,114.0
54000,City Hotel,4,2015,September,39,3,2,5,170.0
54001,City Hotel,3,2015,October,41,0,1,1,126.0
54002,City Hotel,1,2015,October,40,2,0,2,100.0
54003,City Hotel,19,2015,October,40,3,1,4,111.75
54004,City Hotel,9,2015,September,40,2,0,2,120.0
54005,City Hotel,8,2015,October,40,1,0,1,92.4
54006,City Hotel,1,2015,October,40,1,0,1,126.0
54007,City Hotel,6,2015,September,40,2,0,2,65.0
54008,City Hotel,3,2015,November,48,1,1,2,65.0
54009,City Hotel,9,2015,October,40,1,0,1,65.0
54010,City Hotel,23,2015,October,42,1,0,1,65.0
54011,City Hotel,0,2016,April,14,1,0,1,67.0
54012,City Hotel,8,2015,September,40,3,0,3,65.0
54013,City Hotel,27,2015,October,43,2,1,3,115.5
54014,City Hotel,0,2015,October,40,0,0,0,0.0
54015,City Hotel,3,2015,October,40,1,0,1,0.0
54016,City Hotel,100,2016,January,2,4,1,5,99.0
54017,City Hotel,0,2015,September,40,3,0,3,100.0
54018,City Hotel,0,2015,October,40,1,0,1,126.0
54019,City Hotel,1,2015,October,40,1,0,1,96.0
54020,City Hotel,2,2015,October,40,1,0,1,120.0
54021,City Hotel,2,2015,September,40,2,0,2,126.0
54022,City Hotel,11,2015,September,40,2,0,2,113.4
54023,City Hotel,6,2015,September,40,3,1,4,169.0
54024,City Hotel,14,2015,September,40,2,0,2,110.5
54025,City Hotel,3,2015,October,40,1,0,1,120.0
54026,City Hotel,3,2015,October,40,1,0,1,120.0
54027,City Hotel,0,2015,October,40,1,0,1,126.0
54028,City Hotel,31,2015,November,45,0,1,1,85.5
54029,City Hotel,0,2015,October,40,1,0,1,109.0
54030,City Hotel,6,2015,September,40,3,2,5,136.75
54031,City Hotel,1,2015,September,40,3,0,3,109.85
54032,City Hotel,16,2015,October,40,2,0,2,142.0
54033,City Hotel,282,2015,October,41,1,2,3,96.0
54034,City Hotel,289,2015,October,42,1,0,1,96.0
54035,City Hotel,0,2015,October,40,0,0,0,0.0
54036,City Hotel,0,2015,October,40,0,0,0,0.0
54037,City Hotel,16,2015,October,40,2,0,2,117.0
54038,City Hotel,13,2015,September,40,3,0,3,123.67
54039,City Hotel,12,2015,October,40,2,0,2,117.04
54040,City Hotel,18,2015,October,40,1,0,1,82.39
54041,City Hotel,15,2015,September,40,3,0,3,78.03
54042,City Hotel,5,2015,September,40,3,0,3,125.0
54043,City Hotel,6,2015,October,41,3,2,5,57.92
54044,City Hotel,40,2015,October,43,1,1,2,96.3
54045,City Hotel,4,2015,September,40,3,0,3,139.33
54046,City Hotel,0,2015,October,40,1,0,1,145.0
54047,City Hotel,8,2015,September,40,3,0,3,151.33
54048,City Hotel,17,2015,October,40,2,0,2,73.88
54049,City Hotel,17,2015,October,40,2,0,2,73.88
54050,City Hotel,0,2015,October,40,2,0,2,135.5
54051,City Hotel,16,2015,October,40,2,0,2,107.0
54052,City Hotel,13,2015,September,40,3,0,3,101.33
54053,City Hotel,17,2015,October,40,3,0,3,113.33
54054,City Hotel,19,2015,September,40,4,0,4,91.47
54055,City Hotel,18,2015,October,40,2,0,2,186.5
54056,City Hotel,16,2015,October,40,3,0,3,123.33
54057,City Hotel,0,2015,October,40,2,0,2,145.0
54058,City Hotel,0,2015,October,40,2,0,2,145.0
54059,City Hotel,0,2015,October,40,3,0,3,138.67
54060,City Hotel,1,2015,October,40,2,0,2,100.0
54061,City Hotel,17,2015,October,40,3,0,3,113.33
54062,City Hotel,1,2015,October,40,2,0,2,100.0
54063,City Hotel,1,2015,October,40,2,0,2,100.0
54064,City Hotel,10,2015,October,40,3,0,3,159.67
54065,City Hotel,0,2015,September,40,5,1,6,164.67
54066,City Hotel,17,2015,October,40,3,0,3,113.33
54067,City Hotel,16,2015,October,40,3,0,3,113.33
54068,City Hotel,236,2015,October,40,1,0,1,89.25
54069,City Hotel,13,2015,October,40,3,0,3,176.67
54070,City Hotel,17,2015,October,40,2,0,2,89.71
54071,City Hotel,223,2015,October,41,0,2,2,89.25
54072,City Hotel,6,2015,October,41,1,2,3,65.0
54073,City Hotel,1,2015,October,40,1,0,1,145.0
54074,City Hotel,0,2015,October,41,0,1,1,145.0
54075,City Hotel,0,2015,October,40,2,1,3,145.0
54076,City Hotel,10,2015,October,41,0,1,1,87.78
54077,City Hotel,12,2015,October,41,0,1,1,72.0
54078,City Hotel,12,2015,October,41,0,1,1,72.0
54079,City Hotel,5,2015,October,40,1,1,2,158.0
54080,City Hotel,12,2015,October,41,0,1,1,72.0
54081,City Hotel,224,2015,October,40,2,1,3,65.0
54082,City Hotel,12,2015,October,41,0,1,1,72.0
54083,City Hotel,12,2015,October,41,0,1,1,72.0
54084,City Hotel,12,2015,October,41,0,1,1,72.0
54085,City Hotel,49,2015,October,44,2,0,2,103.5
54086,City Hotel,16,2015,October,40,3,1,4,111.75
54087,City Hotel,32,2015,October,44,4,1,5,103.95
54088,City Hotel,32,2015,October,44,4,1,5,103.95
54089,City Hotel,22,2015,October,43,3,0,3,126.0
54090,City Hotel,2,2015,October,41,2,0,2,165.0
54091,City Hotel,15,2015,October,40,3,1,4,80.46
54092,City Hotel,19,2015,October,40,3,1,4,121.75
54093,City Hotel,4,2015,October,41,0,1,1,0.0
54094,City Hotel,4,2015,October,41,0,1,1,0.0
54095,City Hotel,16,2015,October,40,3,1,4,111.75
54096,City Hotel,23,2015,October,40,2,1,3,142.0
54097,City Hotel,206,2015,October,40,2,1,3,59.07
54098,City Hotel,46,2015,October,44,1,1,2,87.75
54099,City Hotel,10,2015,October,40,2,1,3,186.67
54100,City Hotel,10,2015,October,40,2,1,3,186.67
54101,City Hotel,1,2015,October,40,2,1,3,226.17
54102,City Hotel,3,2015,October,40,2,1,3,65.0
54103,City Hotel,224,2015,October,40,2,1,3,0.0
54104,City Hotel,224,2015,October,40,2,1,3,65.0
54105,City Hotel,2,2015,October,40,2,1,3,65.0
54106,City Hotel,224,2015,October,40,2,1,3,65.0
54107,City Hotel,224,2015,October,40,2,1,3,60.0
54108,City Hotel,224,2015,October,40,2,1,3,65.0
54109,City Hotel,93,2015,December,52,1,2,3,106.2
54110,City Hotel,17,2015,October,40,2,1,3,113.33
54111,City Hotel,1,2015,October,41,0,1,1,126.0
54112,City Hotel,9,2015,October,41,0,2,2,109.0
54113,City Hotel,14,2015,October,41,0,1,1,120.0
54114,City Hotel,18,2015,October,40,2,2,4,111.75
54115,City Hotel,12,2015,October,41,0,2,2,107.0
54116,City Hotel,19,2015,October,41,0,1,1,82.39
54117,City Hotel,54,2015,October,41,0,1,1,65.0
54118,City Hotel,0,2015,October,41,0,1,1,114.0
54119,City Hotel,0,2015,October,41,0,1,1,96.0
54120,City Hotel,1,2015,October,41,0,1,1,144.0
54121,City Hotel,0,2015,October,41,0,2,2,126.0
54122,City Hotel,19,2015,October,40,1,2,3,118.67
54123,City Hotel,0,2015,October,41,0,1,1,126.0
54124,City Hotel,18,2015,October,40,2,2,4,111.75
54125,City Hotel,12,2015,October,40,1,2,3,139.33
54126,City Hotel,289,2016,July,30,4,2,6,95.4
54127,City Hotel,17,2015,October,41,0,1,1,126.0
54128,City Hotel,223,2015,October,41,0,2,2,89.25
54129,City Hotel,6,2015,October,40,3,2,5,58.4
54130,City Hotel,0,2015,October,41,0,1,1,126.0
54131,City Hotel,223,2015,October,41,0,2,2,89.25
54132,City Hotel,6,2015,October,41,0,1,1,126.0
54133,City Hotel,52,2017,January,1,2,2,4,88.4
54134,City Hotel,11,2015,October,41,0,2,2,136.0
54135,City Hotel,17,2015,October,40,2,2,4,121.75
54136,City Hotel,3,2015,October,41,0,1,1,87.78
54137,City Hotel,8,2015,October,41,1,0,1,0.0
54138,City Hotel,7,2015,October,41,1,1,2,114.0
54139,City Hotel,18,2015,October,40,2,2,4,99.75
54140,City Hotel,7,2015,October,41,1,1,2,112.2
54141,City Hotel,7,2015,October,41,1,1,2,112.2
54142,City Hotel,6,2015,October,41,1,2,3,136.0
54143,City Hotel,6,2015,October,40,3,2,5,176.4
54144,City Hotel,1,2015,October,41,1,2,3,136.0
54145,City Hotel,0,2015,October,41,1,0,1,136.0
54146,City Hotel,10,2015,October,41,1,1,2,120.0
54147,City Hotel,22,2015,October,41,1,0,1,101.0
54148,City Hotel,8,2015,October,41,1,0,1,65.0
54149,City Hotel,12,2016,October,42,0,1,1,65.0
54150,City Hotel,16,2015,October,41,1,0,1,109.0
54151,City Hotel,20,2015,October,41,1,2,3,107.0
54152,City Hotel,19,2015,October,40,2,2,4,111.75
54153,City Hotel,10,2015,October,40,3,2,5,170.8
54154,City Hotel,2,2015,October,41,1,2,3,114.0
54155,City Hotel,0,2015,October,41,1,0,1,114.0
54156,City Hotel,0,2015,October,41,1,1,2,114.0
54157,City Hotel,1,2015,October,41,1,0,1,146.0
54158,City Hotel,8,2015,October,41,1,2,3,62.0
54159,City Hotel,8,2015,October,41,1,2,3,62.0
54160,City Hotel,5,2015,October,41,1,2,3,96.0
54161,City Hotel,11,2015,October,40,2,2,4,145.0
54162,City Hotel,14,2015,October,41,1,1,2,109.0
54163,City Hotel,8,2015,October,41,1,0,1,0.0
54164,City Hotel,0,2016,April,17,1,0,1,0.0
54165,City Hotel,13,2015,October,41,1,2,3,186.0
54166,City Hotel,16,2015,October,41,1,0,1,85.5
54167,City Hotel,1,2015,October,40,2,2,4,0.0
54168,City Hotel,14,2015,October,42,1,0,1,100.0
54169,City Hotel,12,2015,October,42,4,0,4,0.0
54170,City Hotel,19,2015,October,41,1,0,1,85.5
54171,City Hotel,8,2015,October,40,4,2,6,224.5
54172,City Hotel,10,2015,October,40,5,2,7,171.71
54173,City Hotel,19,2015,October,41,1,0,1,85.5
54174,City Hotel,14,2015,October,41,2,1,3,75.0
54175,City Hotel,3,2015,October,41,2,1,3,65.0
